condition,base_uuid,n_points,k
exp4,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,2
exp4,8977f47a-e877-4e8c-aec8-0408550d3baf,20,2
exp4,8b29ef86-ff1a-4abf-b2f1-9672955d44a0,40,2
exp4,8ced8977-7d84-444f-9648-a0c4b65e45ce,20,3
exp4,96d4aa75-d671-422c-9390-9242e47507dd,40,2
exp4,98dd5bec-729c-46ed-9714-b1e26e817196,35,2
exp4,9960e442-6168-430d-b694-abfb5f4339fa,15,2
exp4,9e6d1b9d-1ad5-4887-9b04-34fa64ea3ffe,35,2
exp4,a817f837-f86b-4b90-88a3-572342420271,30,2
exp4,b3697dbc-04ee-4762-a98d-5773cf0c7e84,10,3
exp4,be66f0f4-0431-458a-8aa4-16bc76354c9f,25,2
exp4,bf683b51-fa65-450e-8155-5f0af307bf63,10,3
exp4,c91f4a09-8df1-4eb3-859a-8dc243343b26,40,2
exp4,cf70fe68-3e60-4947-ad2d-362b96f50a15,10,2
exp4,d26cc3de-4659-421d-a01c-1b05a01a5457,15,2
exp4,d62793d4-4219-4f10-b2aa-86d40192d723,40,2
exp4,d764a7da-3857-4975-a325-f83a0b413cc5,40,2
exp4,e0b28b0d-8194-475b-98a6-6931d1ff1004,20,2
exp4,e8770f4c-e648-4512-9529-b68de18f7703,30,2
exp4,e9bc8099-ff66-4017-abd4-33cd8dbcc2d6,25,2
exp4,ef372ea6-6bfe-4730-a880-e08824b68faa,30,2
exp4,f0443691-d86e-42b0-bb33-d31e77ba24d3,15,2
exp4,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,35,2
exp4,f54baffc-bc26-4c4d-b940-824d08daf230,15,3
exp4,fa83ff0a-5066-4c01-bdf6-909bc3dda074,35,2
exp4,fbb6c70e-fe6e-4634-8737-975d829a36cc,25,2
exp4,fccbc907-4526-43e2-8ded-142b804b471a,10,2
exp4,fdb55140-d76a-43e5-b66a-8883dc677b94,40,2
